s,value,areaname,sexname,areacode,statname
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000040/earnings/annual-pay-gross/earnings-statistics/70-0/sex/male/working-pattern/full-time/gbp/value,3.37E+04,West Lothian,Male,S12000040,70
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000040/earnings/annual-pay-gross/earnings-statistics/75-0/sex/male/working-pattern/full-time/gbp/value,3.59E+04,West Lothian,Male,S12000040,75
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000040/earnings/annual-pay-gross/earnings-statistics/80-0/sex/male/working-pattern/full-time/gbp/value,3.81E+04,West Lothian,Male,S12000040,80
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000006/earnings/annual-pay-gross/earnings-statistics/mean/sex/all/working-pattern/full-time/gbp/value,2.92E+04,Dumfries and Galloway,All,S12000006,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000006/earnings/annual-pay-gross/earnings-statistics/median/sex/all/working-pattern/full-time/gbp/value,2.35E+04,Dumfries and Galloway,All,S12000006,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000005/earnings/annual-pay-gross/earnings-statistics/70-0/sex/all/working-pattern/full-time/gbp/value,2.88E+04,Clackmannanshire,All,S12000005,70
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000005/earnings/annual-pay-gross/earnings-statistics/60-0/sex/all/working-pattern/full-time/gbp/value,2.64E+04,Clackmannanshire,All,S12000005,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000005/earnings/annual-pay-gross/earnings-statistics/40-0/sex/all/working-pattern/full-time/gbp/value,2.24E+04,Clackmannanshire,All,S12000005,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000005/earnings/annual-pay-gross/earnings-statistics/30-0/sex/all/working-pattern/full-time/gbp/value,1.82E+04,Clackmannanshire,All,S12000005,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000005/earnings/annual-pay-gross/earnings-statistics/25-0/sex/all/working-pattern/full-time/gbp/value,1.63E+04,Clackmannanshire,All,S12000005,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000005/earnings/annual-pay-gross/earnings-statistics/20-0/sex/all/working-pattern/full-time/gbp/value,1.43E+04,Clackmannanshire,All,S12000005,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000005/earnings/annual-pay-gross/earnings-statistics/mean/sex/all/working-pattern/full-time/gbp/value,2.60E+04,Clackmannanshire,All,S12000005,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000005/earnings/annual-pay-gross/earnings-statistics/median/sex/all/working-pattern/full-time/gbp/value,2.49E+04,Clackmannanshire,All,S12000005,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000035/earnings/annual-pay-gross/earnings-statistics/75-0/sex/all/working-pattern/full-time/gbp/value,3.85E+04,Argyll and Bute,All,S12000035,75
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000035/earnings/annual-pay-gross/earnings-statistics/70-0/sex/all/working-pattern/full-time/gbp/value,3.61E+04,Argyll and Bute,All,S12000035,70
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000035/earnings/annual-pay-gross/earnings-statistics/60-0/sex/all/working-pattern/full-time/gbp/value,3.16E+04,Argyll and Bute,All,S12000035,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000035/earnings/annual-pay-gross/earnings-statistics/40-0/sex/all/working-pattern/full-time/gbp/value,2.55E+04,Argyll and Bute,All,S12000035,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000035/earnings/annual-pay-gross/earnings-statistics/30-0/sex/all/working-pattern/full-time/gbp/value,2.22E+04,Argyll and Bute,All,S12000035,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000035/earnings/annual-pay-gross/earnings-statistics/25-0/sex/all/working-pattern/full-time/gbp/value,2.06E+04,Argyll and Bute,All,S12000035,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000035/earnings/annual-pay-gross/earnings-statistics/20-0/sex/all/working-pattern/full-time/gbp/value,1.95E+04,Argyll and Bute,All,S12000035,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000035/earnings/annual-pay-gross/earnings-statistics/percentiles-10-0/sex/all/working-pattern/full-time/gbp/value,1.55E+04,Argyll and Bute,All,S12000035,Percentiles 10.0
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000035/earnings/annual-pay-gross/earnings-statistics/mean/sex/all/working-pattern/full-time/gbp/value,3.12E+04,Argyll and Bute,All,S12000035,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000035/earnings/annual-pay-gross/earnings-statistics/median/sex/all/working-pattern/full-time/gbp/value,2.84E+04,Argyll and Bute,All,S12000035,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000041/earnings/annual-pay-gross/earnings-statistics/75-0/sex/all/working-pattern/full-time/gbp/value,3.19E+04,Angus,All,S12000041,75
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000041/earnings/annual-pay-gross/earnings-statistics/70-0/sex/all/working-pattern/full-time/gbp/value,2.95E+04,Angus,All,S12000041,70
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000041/earnings/annual-pay-gross/earnings-statistics/60-0/sex/all/working-pattern/full-time/gbp/value,2.72E+04,Angus,All,S12000041,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000041/earnings/annual-pay-gross/earnings-statistics/40-0/sex/all/working-pattern/full-time/gbp/value,2.23E+04,Angus,All,S12000041,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000041/earnings/annual-pay-gross/earnings-statistics/30-0/sex/all/working-pattern/full-time/gbp/value,2.02E+04,Angus,All,S12000041,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000041/earnings/annual-pay-gross/earnings-statistics/25-0/sex/all/working-pattern/full-time/gbp/value,1.91E+04,Angus,All,S12000041,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000041/earnings/annual-pay-gross/earnings-statistics/20-0/sex/all/working-pattern/full-time/gbp/value,1.77E+04,Angus,All,S12000041,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000041/earnings/annual-pay-gross/earnings-statistics/percentiles-10-0/sex/all/working-pattern/full-time/gbp/value,1.45E+04,Angus,All,S12000041,Percentiles 10.0
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000041/earnings/annual-pay-gross/earnings-statistics/mean/sex/all/working-pattern/full-time/gbp/value,2.68E+04,Angus,All,S12000041,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000041/earnings/annual-pay-gross/earnings-statistics/median/sex/all/working-pattern/full-time/gbp/value,2.45E+04,Angus,All,S12000041,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000034/earnings/annual-pay-gross/earnings-statistics/80-0/sex/all/working-pattern/full-time/gbp/value,4.08E+04,Aberdeenshire,All,S12000034,80
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000034/earnings/annual-pay-gross/earnings-statistics/75-0/sex/all/working-pattern/full-time/gbp/value,3.70E+04,Aberdeenshire,All,S12000034,75
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000034/earnings/annual-pay-gross/earnings-statistics/70-0/sex/all/working-pattern/full-time/gbp/value,3.54E+04,Aberdeenshire,All,S12000034,70
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000034/earnings/annual-pay-gross/earnings-statistics/60-0/sex/all/working-pattern/full-time/gbp/value,3.15E+04,Aberdeenshire,All,S12000034,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000034/earnings/annual-pay-gross/earnings-statistics/40-0/sex/all/working-pattern/full-time/gbp/value,2.40E+04,Aberdeenshire,All,S12000034,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000034/earnings/annual-pay-gross/earnings-statistics/30-0/sex/all/working-pattern/full-time/gbp/value,2.09E+04,Aberdeenshire,All,S12000034,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000034/earnings/annual-pay-gross/earnings-statistics/25-0/sex/all/working-pattern/full-time/gbp/value,1.95E+04,Aberdeenshire,All,S12000034,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000034/earnings/annual-pay-gross/earnings-statistics/20-0/sex/all/working-pattern/full-time/gbp/value,1.85E+04,Aberdeenshire,All,S12000034,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000034/earnings/annual-pay-gross/earnings-statistics/percentiles-10-0/sex/all/working-pattern/full-time/gbp/value,1.39E+04,Aberdeenshire,All,S12000034,Percentiles 10.0
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000034/earnings/annual-pay-gross/earnings-statistics/mean/sex/all/working-pattern/full-time/gbp/value,3.20E+04,Aberdeenshire,All,S12000034,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000034/earnings/annual-pay-gross/earnings-statistics/median/sex/all/working-pattern/full-time/gbp/value,2.79E+04,Aberdeenshire,All,S12000034,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000033/earnings/annual-pay-gross/earnings-statistics/75-0/sex/all/working-pattern/full-time/gbp/value,4.58E+04,Aberdeen City,All,S12000033,75
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000033/earnings/annual-pay-gross/earnings-statistics/70-0/sex/all/working-pattern/full-time/gbp/value,4.25E+04,Aberdeen City,All,S12000033,70
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000033/earnings/annual-pay-gross/earnings-statistics/60-0/sex/all/working-pattern/full-time/gbp/value,3.64E+04,Aberdeen City,All,S12000033,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000033/earnings/annual-pay-gross/earnings-statistics/40-0/sex/all/working-pattern/full-time/gbp/value,2.76E+04,Aberdeen City,All,S12000033,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000033/earnings/annual-pay-gross/earnings-statistics/30-0/sex/all/working-pattern/full-time/gbp/value,2.49E+04,Aberdeen City,All,S12000033,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000033/earnings/annual-pay-gross/earnings-statistics/25-0/sex/all/working-pattern/full-time/gbp/value,2.25E+04,Aberdeen City,All,S12000033,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000033/earnings/annual-pay-gross/earnings-statistics/20-0/sex/all/working-pattern/full-time/gbp/value,2.07E+04,Aberdeen City,All,S12000033,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000033/earnings/annual-pay-gross/earnings-statistics/percentiles-10-0/sex/all/working-pattern/full-time/gbp/value,1.67E+04,Aberdeen City,All,S12000033,Percentiles 10.0
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000033/earnings/annual-pay-gross/earnings-statistics/mean/sex/all/working-pattern/full-time/gbp/value,4.08E+04,Aberdeen City,All,S12000033,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000033/earnings/annual-pay-gross/earnings-statistics/median/sex/all/working-pattern/full-time/gbp/value,3.20E+04,Aberdeen City,All,S12000033,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/K03000001/earnings/annual-pay-gross/earnings-statistics/90-0/sex/all/working-pattern/full-time/gbp/value,5.65E+04,Great Britain,All,K03000001,90
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/K03000001/earnings/annual-pay-gross/earnings-statistics/80-0/sex/all/working-pattern/full-time/gbp/value,4.34E+04,Great Britain,All,K03000001,80
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/K03000001/earnings/annual-pay-gross/earnings-statistics/75-0/sex/all/working-pattern/full-time/gbp/value,4.00E+04,Great Britain,All,K03000001,75
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000026/earnings/annual-pay-gross/earnings-statistics/40-0/sex/all/working-pattern/full-time/gbp/value,2.16E+04,Scottish Borders,All,S12000026,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000026/earnings/annual-pay-gross/earnings-statistics/60-0/sex/all/working-pattern/full-time/gbp/value,2.56E+04,Scottish Borders,All,S12000026,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000026/earnings/annual-pay-gross/earnings-statistics/70-0/sex/all/working-pattern/full-time/gbp/value,2.82E+04,Scottish Borders,All,S12000026,70
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000026/earnings/annual-pay-gross/earnings-statistics/75-0/sex/all/working-pattern/full-time/gbp/value,3.12E+04,Scottish Borders,All,S12000026,75
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000027/earnings/annual-pay-gross/earnings-statistics/median/sex/all/working-pattern/full-time/gbp/value,3.20E+04,Shetland Islands,All,S12000027,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000027/earnings/annual-pay-gross/earnings-statistics/mean/sex/all/working-pattern/full-time/gbp/value,3.51E+04,Shetland Islands,All,S12000027,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000027/earnings/annual-pay-gross/earnings-statistics/20-0/sex/all/working-pattern/full-time/gbp/value,2.52E+04,Shetland Islands,All,S12000027,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000027/earnings/annual-pay-gross/earnings-statistics/25-0/sex/all/working-pattern/full-time/gbp/value,2.58E+04,Shetland Islands,All,S12000027,25
